219,151
218,150
217,149
216,148
215,147
200,151
198,146
197,145
196,144
100,155
99,154
98,153
97,152
96,151
83,152
82,151
81,150
80,149
68,155
67,154
66,153
65,152
64,151
75,152
74,151
73,150
72,149
71,148
70,147
69,146
95,154
94,153
93,152
92,151
91,150
90,149
89,148
88,149
87,148
86,147
63,151
62,150
61,149
60,148
59,147
